id,year,majortopic,subtopic,description,filter_eu,var2,var3,var5,day,month,var15,var17,var18,var98_questionname,calendar_year,var14
169822,2014,19,1929,"Når regeringen med et nyt lovforslag vil indføre såkaldt intelligent kontrol af grænseområdet, hvorfor tilføres der så ikke flere penge?",0,89,890647,6,30,1,,1929,,,2015,1/30/2015
169815,2014,6,602,"Mener ministeren ikke, at det er vigtigt, at der ikke leveres overdimensionerede myter om de private skolers sociale ansvar videre til elever, som deltager i skolevalget?",0,89,890640,15,30,1,,602,,,2015,1/30/2015
169842,2014,1,100,Hvorfor har ministeren efter 3½ år stadig ikke præsenteret os for  arbejdet med at se på regnemodellerne i Finansministeriet som lovet i regeringsgrundlaget?,0,89,890667,3,2,2,,100,,,2015,2/2/2015
169841,2014,3,331,"Er ministeren enig med ministeren for børn, ligestilling, integration og sociale forhold, der i Ugebrevet A4 bakker op om Skandiamodellen, der ser på effekterne af f.eks. tidlig indsats og forebyggelse?",0,89,890666,3,2,2,,331,,,2015,2/2/2015
169867,2014,10,1003,"Hvad er ministerens holdning til, at flere og flere flypassagerer  for at opnå retmæssig kompensation i henhold til EU's passagerforordning nr. 261/2004 finder det nødvendigt at anvende retshjælpsfirmaer og herved betale 25 pct. af den kompensation, som EU har vedtaget, og finder ministeren det rimeligt, at der i praksis – henset til de omkostninger, der er forbundet med domstolsbehandling – ikke er andre muligheder for passageren?",1,89,890692,18,11,2,,1003,,,2015,2/11/2015
169866,2014,13,1399,,0,89,890691,42,11,2,,1399,,,2015,2/11/2015
169865,2014,2,202,"Hvad vil ministeren gøre for at sikre, at de lukningstruede mandekrisecentre overlever, og vil ministeren arbejde for at sætte mandekrisecentre på finansloven og dermed ligestille kvinde- og mandekrisecentre?",0,89,890690,42,11,2,,202,,,2015,2/11/2015
169871,2014,10,1002,"Finder ministeren det rimeligt, at amerikanere, der kommer til Danmark og har kørt i over 20 år i USA, skal op til en ny kontrollerende køreprøve i Danmark, når russere eller koreanere blot kan få ombyttet deres kørekort til et dansk kørekort uden at skulle igennem samme prøve i Danmark, og hvornår får regeringen rettet op på denne åbenlyse uretfærdighed?",0,89,890696,6,12,2,,1002,,,2015,2/12/2015
169873,2014,12,1208,"Vil ministeren redegøre for, hvilke tiltag han vil tage for at sikre indsatsen og hjælpen til forældre, der har et barn med en nedsat funktionsevne?",0,89,890698,42,13,2,,1208,,,2015,2/13/2015
169881,2014,5,502,"Hvad er ministerens holdning til at lempe reglerne, så der gennem den såkaldte varslingspulje kan tilbydes efter- og videreuddannelse til medarbejdere på en virksomhed, som arbejdsgiveren har bebudet, at han vil lukke, men hvor der endnu ikke er sat dato på lukningen og dermed heller ikke på fyringen af medarbejderne?",0,89,890706,4,13,2,,502,,,2015,2/13/2015
169880,2014,10,1005,"Vil ministeren redegøre for, om forslaget om en ny togbro over Vejle Fjord opretholdes, hvis ikke alle partier i aftalen om Togfonden DK bakker op om projektet?",0,89,890705,18,13,2,,1005,,,2015,2/13/2015
169872,2014,13,1304,,0,89,890697,42,13,2,,1304,,,2015,2/13/2015
169876,2014,7,701,"Når ministeren har taget initiativ til en kystanalyse af Danmarks 7.300 km lange kyststrækning, som skal være færdig i slutningen af i år, og som skal danne baggrund for en vurdering af, hvor risikoen for oversvømmelser og erosion er størst, er Kystdirektoratet så ikke allerede bekendt med disse forhold, set i lyset af at direktoratet har eksisteret siden 2001?",0,89,890701,9,13,2,,710,,,2015,2/13/2015
169874,2014,3,333,"Hvad mener ministeren om at se nærmere på kriterierne for at få erstatning for psykiske arbejdsskader – f.eks. depression og angst, som er forårsaget af f.eks. stress (udbrændthed) på grund af alt for stor arbejdsmængde og belastning i arbejdet, eller som skyldes mobning, sexchikane, vold eller trusler om vold på jobbet – med henblik på at flere fremover kan få erstatning?",0,89,890699,4,13,2,,333,,,2015,2/13/2015
169878,2014,7,701,"Når ministeren i sin besvarelse af spørgsmål nr. S 646 onsdag den 4. februar sagde: »Den analyse skal give os et samlet billede af, hvor risikoen for oversvømmelser og erosion er størst, og på den baggrund vurdere den eksisterende lovgivning, og på den måde kan vi få et grundlag for en politisk drøftelse af, hvordan vi får en omkostningseffektiv kystbeskyttelse«, mener ministeren så ikke, at kystbeskyttelsen indtil nu har været omkostningseffektiv?",0,89,890703,9,13,2,,710,,,2015,2/13/2015
169875,2014,19,1929,"Hvorfor laver regeringen ikke en permanent grænse- og toldkontrol med anlæg og toldere, hvilket virkelig ville være en intelligent og effektiv grænsekontrol?",0,89,890700,23,13,2,,1929,,,2015,2/13/2015
169879,2014,7,701,"Hvad er årsagen til, at kystbeskyttelse har skiftet ressortministerium fra Transportministeriet til Miljøministeriet, og hvem har besluttet skiftet?",0,89,890704,9,13,2,,710,,,2015,2/13/2015
169877,2014,9,900,"Hvad er baggrunden for, at regeringen på den ene side hævder at ville stramme flygtninge- og integrationspolitikken og på den anden side hævder, at flygtninge, der kommer til landet, fra dag et gøres til indvandrere med et stort og dyrt integrationsforløb?",0,89,890702,42,13,2,,900,,,2015,2/13/2015
169910,2014,9,900,"Finder ministeren det rimeligt, at Aarhus Kommune skal modtage 231 pct. flere kvoteflygtninge i år end sidste år, når en af verdens rigeste byer, København, ikke skal tage imod en eneste kvoteflygtning i 2015,
og hvad agter regeringen at gøre for at rette op på denne åbenlyse skævhed i fordelingen af kvoteflygtninge? ",0,89,890735,42,18,2,,900,,,2015,2/18/2015
169911,2014,9,900,"Hvad er ministerens holdning til, at Aarhus Kommune, som på nuværende tidspunkt kæmper med at skaffe tilstrækkelig med boliger til sine indbyggere, i år skal finde nye boliger til 516 kvoteflygtninge, og finder ministeren det nødvendigt at gøre noget i den henseende?  ",0,89,890736,42,18,2,,900,,,2015,2/18/2015
169909,2014,14,1400,"Hvad er ministerens holdning til, at en borger, der fra en kommune har modtaget byggetilladelse og supplerende oplysning om, at byggeriet ikke var i strid med en række love, bl.a. planloven og naturbeskyttelsesloven, alligevel kan blive mødt med krav om nedrivning af de ejendomme, der er opført i henhold til den givne tilladelse?",0,89,890734,9,18,2,,712,,,2015,2/18/2015
169924,2014,13,1304,,0,89,890749,18,19,2,,1304,,,2015,2/19/2015
169923,2014,13,1304,,0,89,890748,18,19,2,,1304,,,2015,2/19/2015
169920,2014,19,1921,Hvad er ministerens holdning til ILO's kritik af arbejdsforholdene i Qatar og Qatars reaktion på kritikken siden juni 2014?,0,89,890745,4,19,2,,1920,,,2015,2/19/2015
169921,2014,5,501,,0,89,890746,4,19,2,,501,,,2015,2/19/2015
169927,2014,9,900,"Hvad er ministerens holdning til, at det er svært at udvise udlændinge, der er dømt for terror i Danmark, og som også har en udvisningsdom, og vil ministeren undersøge mulighederne for at få de udvisningsdømte udvist til andre lande end de lande, hvor de er statsborgere, og undersøge mulighederne for at lade udvisningsdømte, der er løsladte og lever på tålt ophold i Danmark, bære en elektronisk fodlænke som et vilkår for løsladelsen?",0,89,890752,6,20,2,,900,,,2015,2/20/2015
169930,2014,3,333,"Har ministeren med sit engagement i sagen beskrevet i en pressemeddelelse af 10. juni 2014 sikkerhed for, at sagen er behandlet efter § 9 i lov om retssikkerhed ved forvaltningens anvendelse af tvangsindgreb og oplysningspligter, således at kontrolaktionens efterforskning blev overdraget til politiet straks efter fundet af det ulovlige antibiotika?",0,89,890755,16,20,2,,333,,,2015,2/20/2015
169928,2014,12,1227,,0,89,890753,6,20,2,,1227,,,2015,2/20/2015
169925,2014,9,900,,0,89,890750,6,20,2,,900,,,2015,2/20/2015
169926,2014,12,1205,"Hvad vil ministeren gøre ved, at islamister som Said Mansour kan forkynde deres hadepropaganda og opildne til vold og terror i fængsler, uden at myndighederne skrider ind, og ville det ikke være formålstjenligt at få det stoppet som et led i terrorbekæmpelsen? ",0,89,890751,6,20,2,,1205,,,2015,2/20/2015
169929,2014,4,405,Hvorfor har ministeren i en pressemeddelelse af 10. juni 2014 valgt at udtale sig om skyldsspørgsmål i en sag om fund af ulovligt antibiotika i en svinebesætning nær Viborg?,0,89,890754,16,20,2,,405,,,2015,2/20/2015
169932,2014,10,1002,"Hvornår vil ministeren i forligskredsen drøfte et fremrykket forløb for undersøgelse, finansiering og anlæg af de nordvendte ramper ved Ulse, som ministeren i svaret på Transportudvalgets spørgsmål 216, alm. del, har anført som en mulighed, og som Venstre ved mail af 22. januar 2015 kl. 09.31 fra Kristian Pihl Lorentzen har bedt om måtte komme på dagsordenen i forligskredsen på det førstkommende møde?",0,89,890757,18,23,2,,1002,,,2015,2/23/2015
169940,2014,9,900,,0,89,890765,15,24,2,,900,,,2015,2/24/2015
169971,2014,20,2011,"Hvad er ministerens holdning til, at de tre spørgsmål, som er nævnt i begrundelsen og alle dateret den 16. oktober 2014, endnu ikke er besvaret trods gentagne rykkere, og kan ministeren besvare de tre spørgsmål mundtligt nu, eller vil ministeren drage omsorg for, at de besvares snarest?",0,89,890796,6,27,2,,2011,,,2015,2/27/2015
169972,2014,20,2011,"Hvad er ministerens holdning til, at Justitsministeriet i forbindelse med besvarelsen af REU alm. del – spørgsmål 314 den 23. februar 2015 ikke har sendt besvarelsen til de to angivne e-mailadresser, dfpksekr@ft.fk og dfansk@ft.dk, men alene har sendt svaret til BT, hvor spørgeren dagen efter kunne læse dele af svaret i artiklen »Nye detaljer: Derfor blev Bent Jensens computer destrueret af PET«?",0,89,890797,6,27,2,,2011,,,2015,2/27/2015
169975,2014,16,1603,"Forholder det sig sådan, som statsministeren har sagt i flere aviser, at Forsvarets Efterretningstjeneste må aflytte en syrer og en iraker, der taler i telefon med hinanden i Syrien, men at aflytningen skal afsluttes, hvis en dansk statsborger kommer på linjen, eller vil en mere korrekt fremstilling af retstilstanden være, at FE må fortsætte aflytningen, eftersom der i det nævnte tilfælde vil være tale om et tilfældighedsfund?",0,89,890800,1,2,3,,1603,,,2015,3/2/2015
169990,2014,5,502,"Hvilke reformer vil regeringen bringe i anvendelse for at sikre, at det altid skal kunne betale sig at arbejde?",0,89,890815,13,5,3,,502,,,2015,3/5/2015
169989,2014,13,1302,"Er det for regeringen godt nok, når der ifølge tal fra Finansministeriet er over 17.000 danskere, for hvem det koster penge at tage et arbejde i forhold til at være på offentlig forsørgelse?",0,89,890814,13,5,3,,1302,,,2015,3/5/2015
169991,2014,6,602,Hvorfor bryder ministeren folkeskoleforliget ved at ændre i folkeskoleloven uden om forligspartierne i sagen om de kommunale internationale skoler?,0,89,890816,15,5,3,,602,,,2015,3/5/2015
169998,2014,13,1303,"Hvordan vil ministeren sikre, at de ca. 20 pct. af danskerne, som automatisk blev tilmeldt digital post pr. 1. november 2014, ikke kommer i klemme i forhold til krav fra det offentlige, som kun sendes til den digitale postkasse?",0,89,890823,3,6,3,,1303,,,2015,3/6/2015
170003,2014,5,500,"Mener ministeren, at 6 kr. i timen er tilstrækkelig tilskyndelse til at arbejde frem for at lade være?",0,89,890828,4,6,3,,500,,,2015,3/6/2015
170005,2014,9,900,"Hvad er ministerens holdning til et bredt politisk ønske om at undersøge muligheden for opløsning af den islamistiske organisation Hizb ut-Tahrir, der ud over at påstå, at de danske politikere selv bærer en stor del af ansvaret for terrorhandlingen i København for nylig, målrettet går efter at afskaffe demokratiet og indføre et islamisk kalifat og også går efter at øve indflydelse på samfundet, hvilket konkret er eksemplificeret ved, at et fremtrædende medlem af organisationen har sat sig på formandsposten for afdelingsbestyrelsen i Islandshøjparken i Nivå – efter fleres opfattelse efter et kup – hvor man som en af de første handlinger har opsagt en lejekontrakt med Frelsens Hær, der ellers har udført et tilfredsstillende arbejde i bebyggelsen?",0,89,890830,6,6,3,,900,,,2015,3/6/2015
169993,2014,23,2300,"Hvad er ministerens holdning til, at 40 ud af 48 medlemmer af repræsentantskabet for Statens Kunstfond bor på Sjælland, og hvordan synes ministeren, at det harmonerer med Statens Kunstfonds formål, som beskrevet i lovens § 3, stk. 3, om at fremme den geografiske spredning af kunst i hele landet? ",0,89,890818,21,6,3,,2300,,,2015,3/6/2015
169999,2014,10,1005,"Mener ministeren, at det er en acceptabel løsning at føre togsporene uden om Ringsted Station?",0,89,890824,18,6,3,,1005,,,2015,3/6/2015
170002,2014,5,500,"Mener ministeren, at der skal gøres mere for at sikre, at det bedre kan betale sig at arbejde?",0,89,890827,4,6,3,,500,,,2015,3/6/2015
170000,2014,10,1005,"Mener ministeren, at Banedanmark skal bruge ressourcer på at undersøge en sporløsning, der fører de nye spor uden om Ringsted Station, Region Sjællands næststørste pendlerstation uden for det gamle Hovedstadens Trafikselskab?",0,89,890825,18,6,3,,1005,,,2015,3/6/2015
170009,2014,13,1302,"Når ministeren flere gange har udtalt, at et ægtepar på kontanthjælp over 30 år med børn vil kunne opnå 2.000 kr. ekstra pr. måned, vil ministeren så bekræfte, at det kun er, hvis begge begynder at arbejde, og mener ministeren så, det er realistisk, at begge kommer i arbejde samme måned, set i lyset af at kun mellem 0,4 og 1,5 pct. af ægteparrene på kontanthjælp forlader systemet på en almindelig måned?",0,89,890834,4,6,3,,1302,,,2015,3/6/2015
170007,2014,12,1227,,0,89,890832,6,6,3,,1227,,,2015,3/6/2015
170001,2014,13,1300,,0,89,890826,4,6,3,,1300,,,2015,3/6/2015
170004,2014,5,502,"Mener ministeren, at 470 kr. om måneden er tilstrækkelig tilskyndelse til at arbejde frem for ikke at arbejde?",0,89,890829,4,6,3,,502,,,2015,3/6/2015
169997,2014,17,1799,Vil ministeren som anbefalet i Teknologirådets rapport fra 2014 arbejde for en national strategi for droner?,0,89,890822,18,6,3,,1799,,,2015,3/6/2015
169996,2014,2,208,"Hvad er ministerens holdning til at lave et samlet register hos politiet, der viser, hvor i Danmark der er opsat videoovervågning?",0,89,890821,6,6,3,,208,,,2015,3/6/2015
170008,2014,1,107,,0,89,890833,23,6,3,,107,,,2015,3/6/2015
169994,2014,23,2300,,0,89,890819,21,6,3,,2300,,,2015,3/6/2015
170006,2014,12,1210,,0,89,890831,6,6,3,,1210,,,2015,3/6/2015
170013,2014,21,2105,"Vil statsministeren på et kommende rigsmøde, som et væsentligt initiativ til at styrke sammenholdet og den fælles forståelse i rigsfællesskabet, foreslå lagmanden og landsstyreformanden, at der indføres ny praksis, således at folketingsmedlemmer via regeringen kan stille spørgsmål til henholdsvis naalakkersuisut og Føroya Landsstýri, og tilsvarende at medlemmer af henholdsvis Inatsisartut og Føroya Løgting via deres respektive styrer kan stille spørgsmål til regeringen og således i øvrigt tilsvarende imellem parlamenterne i Nuuk og Tórshavn?",0,89,890838,1,9,3,,2105,,,2015,3/9/2015
170012,2014,21,2105,,0,89,890837,1,9,3,,2105,,,2015,3/9/2015
170044,2014,10,1002,,0,89,890869,18,12,3,,1002,,,2015,3/12/2015
170045,2014,9,900,"Mener ministeren, at det er realistisk, at kommunerne kan integrere de mange flygtninge og deres medfølgende familiemedlemmer?",0,89,890870,42,12,3,,900,,,2015,3/12/2015
170049,2014,1,105,"Er det ministerens opfattelse, at Socialdemokraternes valgoplæg i 2011, »Fair Løsning«, var udtryk for økonomisk ansvarlighed?",0,89,890874,13,12,3,,105,,,2015,3/12/2015
170046,2014,9,900,"Er ministeren set i lyset af de massive integrationsudfordringer, som Danmark står over for, parat til at diskutere strammere regler i forhold til flygtninge og indvandrere, der kommer fra ikkevestlige lande?",0,89,890871,6,12,3,,900,,,2015,3/12/2015
170048,2014,1,105,"Mener ministeren, at det er mest økonomisk ansvarligt, hvis en regering bruger penge, som er sparet op, eller hvis en regering bruger penge, som betyder gældsætning af landet?",0,89,890873,13,12,3,,105,,,2015,3/12/2015
170058,2014,3,324,,0,89,890883,14,13,3,,324,,,2015,3/13/2015
170055,2014,20,2000,"Mener ministeren, at udviklingen i antallet af offentligt ansatte fra tredje kvartal 2011 til fjerde kvartal 2014 flugter med regeringens løfter fra før valget?",0,89,890880,3,13,3,,2000,,,2015,3/13/2015
170050,2014,13,1304,,0,89,890875,18,13,3,,1304,,,2015,3/13/2015
170057,2014,3,324,,0,89,890882,14,13,3,,324,,,2015,3/13/2015
170056,2014,20,2000,"Vil ministeren redegøre for, om han mener, at der er en direkte sammenhæng mellem antallet af ansatte i den offentlige sektor og kvaliteten af de ydelser, som det offentlige leverer? ",0,89,890881,3,13,3,,2000,,,2015,3/13/2015
170054,2014,13,1303,"Hvad agter regeringen at gøre, for at det fremover undgås, at der opstår episoder, hvor en borger kan ligge hjælpeløs 3 dage uden at blive fundet, til trods for at der har været kommunalt ansatte i boligen?",0,89,890879,42,13,3,,1303,,,2015,3/13/2015
170051,2014,13,1304,"Finder ministeren, at eventuelle resterende midler i handicappuljen kan bruges på en elevatorløsning i Børkop?",0,89,890876,18,13,3,,1304,,,2015,3/13/2015
170053,2014,13,1303,"Vil ministeren redegøre for, om regeringen finder det acceptabelt, at ni ud af ti kommuner skærer i ældreplejen, hvor udgifterne til ældrepleje pr. borger de seneste 5 år samlet set er faldet med 11,4 pct. på landsplan?",0,89,890878,42,13,3,,1303,,,2015,3/13/2015
170080,2014,10,1002,,0,89,890905,6,19,3,,1002,,,2015,3/19/2015
170081,2014,13,1300,,0,89,890906,4,19,3,,1300,,,2015,3/19/2015
170083,2014,13,1302,"Mener ministeren, at KL handler korrekt, når de sender et brev til kommunerne om, at kommunerne ikke skal efterbetale kontanthjælp i sager om gensidig forsørgerpligt, før KL er færdige med at undersøge afgørelser truffet af Ankestyrelsen om, at kommunernes afgørelser er ugyldige, og at borgerne skal have efterbetalt det tilbageholdte i kontanthjælpen?",0,89,890908,4,19,3,,1302,,,2015,3/19/2015
170092,2014,9,900,"Mener ministeren, at regeringens målsætning om at få 10.000 flere indvandrere i arbejde er lykkedes?",0,89,890917,4,20,3,,900,,,2015,3/20/2015
170089,2014,5,500,,0,89,890914,13,20,3,,500,,,2015,3/20/2015
170093,2014,9,900,"Mener ministeren, at beskæftigelsesfrekvensen for indvandrere og flygtninge i den arbejdsdygtige alder er høj nok?",0,89,890918,4,20,3,,900,,,2015,3/20/2015
170096,2014,1,107,Er det fortsat ministerens hensigt at afskaffe reklameafgiften?,0,89,890921,23,20,3,,107,,,2015,3/20/2015
170091,2014,19,1921,"Vil udenrigsministeren oplyse, om han og regeringen – idet det i lyset af valgresultatet i Israel og Netanyahus totale afvisning af tostatsløsningen nu er op til EU at få en løsning af konflikten tilbage på den politiske dagsorden – nu, hvor det virkelig kan gøre en forskel, agter at anerkende Palæstina samt give støtte til Palæstinas deltagelse i den internationale strafferetsdomstol? ",1,89,890916,2,20,3,,1920,,,2015,3/20/2015
170090,2014,1,100,,0,89,890915,13,20,3,,100,,,2015,3/20/2015
170099,2014,9,900,"Set på baggrund af terrorangrebet i Tunesien, hvor hjemvendte syrienskrigere nedslagtede adskillige uskyldige, kunne det så ikke få regeringen til at overveje langt skrappere sanktioner mod hjemvendte syrienskrigere til Danmark, hvilket kunne bestå i at fratage dem statsborgerskabet, som Dansk Folkeparti nu foreslår?",0,89,890924,6,20,3,,900,,,2015,3/20/2015
170098,2014,9,900,"Når man ved, at rigtig mange flygtninge søger mod Danmark på grund af de høje sociale ydelser, og når formanden for det europæiske grænseagentur, Fabrice Leggeri, advarer mod, at mellem 500.000 og 1.000.000 libyere er parate til at forlade Libyen og flygte til Europa, kunne det så ikke få regeringen til at indføre langt skrappere krav til opnåelse af asyl i Danmark og få regeringen til at indføre en ordning med hensyn til at placere flygtningene i flygtningelejre i nærområderne?",1,89,890923,6,20,3,,900,,,2015,3/20/2015
170094,2014,13,1302,"Når man tænker på den enkelte borgers daglige tilværelse og økonomi, hvor vigtigt mener ministeren så, det er, at borgere, der ved en fejl ikke har fået udbetalt kontanthjælp, meget hurtigt får den retmæssige efterbetaling, og hvordan vil ministeren bidrage til, at dette sker?",0,89,890919,4,20,3,,1302,,,2015,3/20/2015
170097,2014,1,107,,0,89,890922,23,20,3,,107,,,2015,3/20/2015
170095,2014,12,1208,"Når man tager udgangspunkt i en nødvendig grænsedragning mellem det enkelte menneskes intimsfære og de offentlige myndigheder, hvad mener ministeren så om, at det kan indgå som argument for en kommunal afgørelse om gensidig forsørgerpligt, at de pågældende to personer har sex sammen, jf. artikler hos Avisen.dk den 25. februar og den 15. marts 2015?",0,89,890920,4,20,3,,1208,,,2015,3/20/2015
170121,2014,20,2011,,0,89,890946,3,25,3,,2011,,,2015,3/25/2015
170135,2014,9,900,,0,89,890960,6,26,3,,900,,,2015,3/26/2015
170129,2014,10,1002,"Har ministeren ændret holdning, siden han i spørgetiden onsdag den 14. maj 2014 kaldte kørsel i nødsporet for »særdeles interessant« i forhold til at fremme mobiliteten på E45 mellem Vejle og Aarhus?",0,89,890954,18,26,3,,1002,,,2015,3/26/2015
170130,2014,10,1002,"Hvad mente ministeren, da han i spørgetiden onsdag den 14. maj 2014 gav tilsagn om at gå videre med det meget store lokale ønske om at få nødsporene i brug på dele af E45?",0,89,890955,18,26,3,,1002,,,2015,3/26/2015
170136,2014,10,1005,"Hvordan vil regeringen finansiere togfonden, som er et løfte til 28,5 mia. kr. – og hvornår forventer ministeren, at finansieringen er på plads?",0,89,890961,3,26,3,,1005,,,2015,3/26/2015
170137,2014,10,1005,"Er ministeren enig med tænketanken Kraka, der har beregnet, at togfonden p.t. er underfinansieret med omkring 18 mia. kr. som følge af en lav oliepris – og hvornår forventer ministeren i givet fald at finde alternativ finansiering?",0,89,890962,3,26,3,,1005,,,2015,3/26/2015
170145,2014,15,1523,Hvad kan ministeren oplyse om arbejdet med at udarbejde en konkret implementeringsplan for de i vækstaftalen fra 2014 forudsatte effektiviseringer i beredskabet i 2016 og frem?,0,89,890970,8,27,3,,1523,,,2015,3/27/2015
170142,2014,12,1227,"Mener ministeren, at det er i tråd med regeringsgrundlagets såkaldte forsigtighedsprincip, hvorefter regeringen ikke vil »afholde nye udgifter, uden at der er truffet beslutninger om konkrete initiativer, der skaffer pengene gennem mindst lige så store nye indtægter eller besparelser«, når regeringen først vil afklare, hvordan den foreslåede terrorpakke skal betales i forbindelse med efterårets finanslovsforhandlinger?",0,89,890967,6,27,3,,1227,,,2015,3/27/2015
170149,2014,8,802,"Mener ministeren, at den planlagte indførelse af engrosmodellen den 1. marts 2016 kan gennemføres, herunder at der er finansiering af det forventede engangsunderskud på 1 mia. kr. i 2016?",0,89,890974,37,27,3,,802,,,2015,3/27/2015
170150,2014,8,803,,0,89,890975,23,27,3,,803,,,2015,3/27/2015
170138,2014,10,1002,Hvordan forholder ministeren sig til Randers Kommunes ønske om en østbro over Randers Fjord?,0,89,890963,18,27,3,,1002,,,2015,3/27/2015
170139,2014,15,1501,"Anser ministeren det for værende en god beslutning, at Nationalbanken har besluttet at udlicitere mønt- og seddelproduktionen, hvormed vi så risikerer, at alle danske betalingsenheder fremover trykkes i udlandet, og vil ministeren foretage sig noget i den forbindelse?",0,89,890964,12,27,3,,1501,,,2015,3/27/2015
170148,2014,10,1002,,0,89,890973,23,27,3,,1002,,,2015,3/27/2015
170146,2014,12,1208,,0,89,890971,42,27,3,,1208,,,2015,3/27/2015
170151,2014,12,1208,"Vil ministeren redegøre for indholdet af »Skilsmissepakke 3«, som han omtalte i Go' morgen Danmark mandag den 23. marts 2015?",0,89,890976,42,27,3,,1208,,,2015,3/27/2015
170143,2014,9,900,,0,89,890968,6,27,3,,900,,,2015,3/27/2015
170147,2014,13,1308,"Vil ministeren redegøre for regeringens længe ventede børneudspil, herunder kommentere på holdningen i forhold til centralt fastsatte minimumsnormeringer i landets daginstitutioner?",0,89,890972,42,27,3,,1308,,,2015,3/27/2015
170140,2014,9,900,"Mener ministeren, at de 14,6 mio. kr., som regeringen i finansloven har afsat til finansiering af folkepension til flygtninge i 2018 vil være tilstrækkelige til at dække udgifterne til flygtninges folkepension på lang sigt?",0,89,890965,42,27,3,,900,,,2015,3/27/2015
170144,2014,9,900,"Vil ministeren inden valget fremlægge en plan for, hvordan man fremadrettet vil finansiere asyludgifterne, såfremt antallet af ansøgere fortsætter med at være på det nuværende høje niveau?",0,89,890969,6,27,3,,900,,,2015,3/27/2015
170141,2014,19,1901,,0,89,890966,12,27,3,,1901,,,2015,3/27/2015
170166,2014,5,502,"Hvorfor tror ministeren at LO´s formand, Harald Børsting, vurderer, at det er Venstre og ikke Socialdemokraterne, som er eksponent for, at det skal kunne betale sig at arbejde?",0,89,890991,3,30,3,,502,,,2015,3/30/2015
170165,2014,5,500,"Er ministeren enig med LO´s formand, Harald Børsting, som til Politiko den 27. marts 2015 udtalte, at det er Venstre og ikke Socialdemokraterne, der er eksponent for, at det skal kunne betale sig at arbejde?",0,89,890990,3,30,3,,500,,,2015,3/30/2015
170169,2014,17,1706,"Hvad agter ministeren – i lyset af at TV Øst den 10. marts 2015 bragte en måling fra YouGov, der bl.a. viser, at 31 pct. af danskerne i landområder mindst en gang om ugen oplever ustabilt mobilsignal – at gøre for at sikre stabil mobil- og bredbåndsdækning i yderområderne?",0,89,890994,12,31,3,,1706,,,2015,3/31/2015
170172,2014,12,1205,"Vil ministeren redegøre for, hvordan hun vil sikre ordentlige forhold for medarbejderne i de over 100 år gamle sønderjyske arresthuse og modvirke fangeflugter, når ministeren afviser forslaget om at bygge en ny, moderne sønderjysk arrest i tilknytning til domhuset, på trods af at 7 ud af 16 fangeflugter fra danske arrester de seneste år er foregået fra de sønderjyske arresthuse?",0,89,890997,6,31,3,,1205,,,2015,3/31/2015
170173,2014,12,1202,,0,89,890998,42,31,3,,1202,,,2015,3/31/2015
170171,2014,4,400,,0,89,890996,9,31,3,,400,,,2015,3/31/2015
170170,2014,6,602,"Overvejer ministeren, at der bør kunne gives dispensation i forhold til folkeskolens afgangseksamen i idræt?",0,89,890995,15,31,3,,602,,,2015,3/31/2015
170168,2014,13,1303,,0,89,890993,14,31,3,,1303,,,2015,3/31/2015
170201,2014,15,1525,,0,89,891026,23,9,4,,1525,,,2015,4/9/2015
170202,2014,15,1520,"Finder ministeren det tilfredsstillende, at chokoladekæden Frellsen forventer at lukke flere butikker som direkte konsekvens af unfair konkurrence fra illegale slikhandlere?",0,89,891027,23,9,4,,1520,,,2015,4/9/2015
170206,2014,15,1500,"Hvad er ministerens forklaring på, at punkt 37 i Vækstpakken, Analyse om mulighederne for crowdfunding, endnu ikke er offentliggjort på trods af den aftalte frist ultimo 2014?",0,89,891031,12,10,4,,1500,,,2015,4/10/2015
170203,2014,20,2002,"Mener ministeren, at det vidner om god service for borgerne, at hver tredje dansker, ifølge en måling af Wilke for Avisen.dk, ikke oplever, at digitaliseringen har gjort kontakten til det offentlige nemmere her næsten et halvt år efter overgangen til Digital Post og selvbetjening over nettet fra den 1. november 2014?",0,89,891028,3,10,4,,2002,,,2015,4/10/2015
170207,2014,13,1304,"Mener ministeren, at borgerne i Midtjylland må kunne forvente, at f.eks. en kørestolsbruger med knogleskørhed uden gang- og ståfunktion, som i december om natten vælter beruset ud af kørestolen og flækker øjenbrynet, har kraftig blødning, får stor bule i panden og brækker sin arm, ikke kan få hjælp af en ambulance men i stedet må vente på en kørestolstaxa, som kommer efter 32 minutter?",0,89,891032,14,10,4,,1304,,,2015,4/10/2015
170214,2014,15,1523,,0,89,891039,6,10,4,,1523,,,2015,4/10/2015
170209,2014,3,300,"Hvor lang tid mener ministeren, at det er rimeligt, at en borger skal vente, før patientombuddet vurderer, om de vil behandle en klage, og hvor lang sagsbehandlingstid vil efter ministerens opfattelse være rimelig i en ukompliceret sag?",0,89,891034,14,10,4,,300,,,2015,4/10/2015
170211,2014,9,900,"Hvis ministeren er enig med Socialdemokraternes politiske ordfører, Maja Panduro, i, at regeringens politik ikke har medført, at en flygtningefamilie med tre børn får offentlige ydelser for 10.000 kr. mere om måneden, hvilket beløb mener ministeren så vil være mere retvisende?",0,89,891036,4,10,4,,900,,,2015,4/10/2015
170204,2014,9,900,,0,89,891029,6,10,4,,900,,,2015,4/10/2015
170208,2014,15,1521,,0,89,891033,12,10,4,,1521,,,2015,4/10/2015
